"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x307847195","x1468122317070864384",2021-12-07 07:36:51,"spottedpelican","Italian Dentist tries to dodge Covid vaccine wearing a fake arm
Reports state he has been suspended from the Order of Doctors although it was not clear if that was because of his anti vaxx stance on vaccines or attempt to get a Green Pass illegally
https://t.co/7a9eNYZ6Xs","Twitter for Android",272,,,,FALSE,FALSE,0,0,,,,,"theguardian.com/world/2021/dec…","https://t.co/7a9eNYZ6Xs","https://www.theguardian.com/world/2021/dec/03/italian-man-tries-to-dodge-covid-vaccine-wearing-fake-arm",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/spottedpelican/status/1468122317070864384","<U+0001F489><U+0001F489>Just Some CoverUps Random","Australia","A mixed bag of awesomeness. Aged mature age Law student. At the moment I'm stuck on Covid-19, Aust politics, US politics and random shit. But I'll get bored.",,FALSE,1020,1610,15,33244,78459,2011-05-30 11:52:58,FALSE,,,,"https://pbs.twimg.com/profile_banners/307847195/1506883656","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1729589893/VMq0xR5f_normal"
"x1091857187935264769","x1468121943928942594",2021-12-07 07:35:22,"HealthcareGlob1","How anti-vaccine activists and the GOP are growing closer - NPR https://t.co/7BH8mBruAD via @GoogleNews","Twitter for Android",103,,,,FALSE,FALSE,0,0,,,,,"npr.org/2021/12/06/105…","https://t.co/7BH8mBruAD","https://www.npr.org/2021/12/06/1057344561/anti-vaccine-activists-political-conference-trump-republicans",,,,,,,,,"x33584794","googlenews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HealthcareGlob1/status/1468121943928942594","Healthcare-Global<U+0001F637>","USA","Global Healthcare venue for tracking & trending<U+23E9>Rx ,recalls, technology, studies, treatments, outbreaks, and more<U+0001F497><U+0001F48A><U+0001F489><U+0001F691>",,FALSE,1563,4884,9,86653,4168,2019-02-03 00:33:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1091857187935264769/1634170998",,"http://pbs.twimg.com/profile_images/1448445604275818496/PiVJblVj_normal.png"
"x1091857187935264769","x1467949652423200772",2021-12-06 20:10:44,"HealthcareGlob1","What’s Really Behind Global Vaccine Hesitancy - The Atlantic https://t.co/vNBqF4ZBVu via @HealthcareGlob1","Twitter for Android",105,,,,FALSE,FALSE,0,0,,,,,"theatlantic.com/politics/archi…","https://t.co/vNBqF4ZBVu","https://www.theatlantic.com/politics/archive/2021/12/which-countries-have-most-anti-vaxxers/620901/",,,,,,,,,"x1091857187935264769","HealthcareGlob1","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HealthcareGlob1/status/1467949652423200772","Healthcare-Global<U+0001F637>","USA","Global Healthcare venue for tracking & trending<U+23E9>Rx ,recalls, technology, studies, treatments, outbreaks, and more<U+0001F497><U+0001F48A><U+0001F489><U+0001F691>",,FALSE,1563,4884,9,86653,4168,2019-02-03 00:33:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1091857187935264769/1634170998",,"http://pbs.twimg.com/profile_images/1448445604275818496/PiVJblVj_normal.png"
"x77940458","x1468121766056841216",2021-12-07 07:34:40,"AndreasLupus","@mblair @Regan_Smart @longhorncraiger @JonathanTurley And it is literally killing them.

All because they want to lie to themselves that it's about freedom. 

https://t.co/KXfLcJiM8v","Twitter Web App",128,"x1468121336652390403","x77940458","AndreasLupus",FALSE,FALSE,0,0,,,,,"nbcnews.com/news/us-news/m…","https://t.co/KXfLcJiM8v","https://www.nbcnews.com/news/us-news/marcus-lamb-anti-vaccine-christian-broadcaster-dies-covid-battle-rcna7139",,,,,,,,,"x3047151 x2865914359 x466828424 x94784682","mblair Regan_Smart longhorncraiger JonathanTurley","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AndreasLupus/status/1468121766056841216","Andrew Lopez","Texas, USA","Here for the history<U+23F3>, the politics<U+0001F5F3><U+FE0F>, and a laugh<U+0001F989>.",,FALSE,380,517,2,40886,28540,2009-09-28 06:08:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/77940458/1550413022","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/796071027184844800/JWYd9pC__normal.jpg"
"x110016878","x1468121315953369091",2021-12-07 07:32:52,"adirtyhippie","An Angry Mob of Anti-Vaccine Extremists Swarmed a Children’s Toy Store in the West Edmonton Mall https://t.co/A1zy8Ntrb8","Twitter for iPad",120,,,,FALSE,FALSE,0,0,,,,,"pressprogress.ca/an-angry-mob-o…","https://t.co/A1zy8Ntrb8","https://pressprogress.ca/an-angry-mob-of-anti-vaccine-extremists-swarmed-a-childrens-toy-store-in-the-west-edmonton-mall/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/adirtyhippie/status/1468121315953369091","Dirty Hippie","San Francisco, Ca","Trying 2 delay #Idiocracy, a tweet at a time. Plan 2 walk outside & appreciate being. No permanent friends, no permanent enemies, just permanent interests.","https://t.co/ekbolzIPRB",FALSE,4456,4985,211,62834,11350,2010-01-31 02:09:08,FALSE,"https://t.co/ekbolzIPRB","http://www.adirtyhippie.com",,"https://pbs.twimg.com/profile_banners/110016878/1576544517","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1262316067726036992/gH9NFISH_normal.jpg"
"x20465017","x1468121128308813828",2021-12-07 07:32:08,"aclark3012","Vaccine hesitant man changed his mind over the Covid-19 vaccines when he ended up in hospital, his anti-vax wife lost the battle with the virus #NewsBreak https://t.co/LCwLEmpe0W","Twitter for iPhone",178,,,,FALSE,FALSE,0,0,,,"NewsBreak",,"newsbreak.com/n/0dEBH9Vs?pd=…","https://t.co/LCwLEmpe0W","https://www.newsbreak.com/n/0dEBH9Vs?pd=05G2Y5IA&lang=en_US&s=i2",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/aclark3012/status/1468121128308813828","Aquila","Montgomery, AL","Retired  from the Alabama Department of Public Health -State Healh Lab—State Purchasing..I like to follow Health related issues..",,FALSE,2,68,0,228,672,2009-02-09 20:40:30,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x111539942","x1468121104967294976",2021-12-07 07:32:02,"GabrielaWomenPL","She iterated that the country should focus more on vaccine information drive and community-based COVID preventive strategies than imposing anti-poor and anti-workers policies. 

Junk IATF Resolution 148-B!","Twitter Web App",205,"x1468121102241075212","x111539942","GabrielaWomenPL",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GabrielaWomenPL/status/1468121104967294976","Gabriela Women's Party","","Para sa babae, bata at bayan!",,FALSE,13409,734,75,29612,10690,2010-02-05 08:26:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/111539942/1630208942","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1144057062940266496/BElq6hI4_normal.jpg"
"x783937220122206208","x1468120969315246083",2021-12-07 07:31:30,"Rugbyulster2016","A work college had 3rd jab on Friday evening and spent until 6am Monday sick in bed, High fever. Says she’s not getting anymore and now anti vaccine anti Covid restrictions. Awakening has begun","Twitter for iPhone",193,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rugbyulster2016/status/1468120969315246083","Mark Anti corruption","Northern Ireland","For Britain in Northern Ireland. we need to save British culture in UK & stop islamisation by corrupt politicians & EU.against Republican agenda in NI",,FALSE,2865,4704,4,78802,131026,2016-10-06 07:49:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/783937220122206208/1534012033",,"http://pbs.twimg.com/profile_images/1028347114517090304/dQo_IMsd_normal.jpg"
"x70669798","x1468120716394520577",2021-12-07 07:30:29,"sarimmy","@officialeeLeoJ @jneill @DrAseemMalhotra Don't pretend you don't know what he is implying. He has been doing this for weeks now - sowing doubt and uncertainty and promoting the anti-vaccine agenda.","Twitter for iPhone",156,"x1468114399483375619","x513306593","officialeeLeoJ",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x513306593 x19019465 x472777204","officialeeLeoJ jneill DrAseemMalhotra","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sarimmy/status/1468120716394520577","sarah h<U+0001F499>","","",,FALSE,58,678,4,10703,12665,2009-09-01 12:43:43,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1431911452/image_normal.jpg"
"x1421343307540701185","x1468120547284324352",2021-12-07 07:29:49,"Sarartist1","@piersmorgan Anti-vaccine stories are often spread online through social media.
They aren't usually based on scientific evidence and put every one at risk of covid19.","Twitter for Android",153,"x1467789230768369665","x216299334","piersmorgan",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x216299334","piersmorgan","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sarartist1/status/1468120547284324352","Sarah","","I <U+2764> painting&patina,teacher,artist
Introducing artists and galleries around the world, No DM.
#galleries
#painting",,FALSE,839,920,6,570,7463,2021-07-31 05:34:04,FALSE,,,,"https://pbs.twimg.com/profile_banners/1421343307540701185/1633589827",,"http://pbs.twimg.com/profile_images/1446006659650891779/lbOaODNU_normal.jpg"
"x1166796110284804096","x1468118031540785155",2021-12-07 07:19:49,"apimpnamedmimi","ion want to get the vaccine but some of y’all anti vaxxers be sounding crazy on here <U+0001F62D>","Twitter for iPhone",86,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/apimpnamedmimi/status/1468118031540785155","mimi <U+0001F976>","OC / LA","21 & BLESSED | BLM | I make music","https://t.co/IzVbmpte2r",FALSE,1032,253,4,8984,6180,2019-08-28 19:35:02,FALSE,"https://t.co/IzVbmpte2r","https://linktr.ee/mimitheepimp",,"https://pbs.twimg.com/profile_banners/1166796110284804096/1596700463",,"http://pbs.twimg.com/profile_images/1354526277483573251/_Wh0ROQi_normal.jpg"
"x1948573452","x1468117930311356424",2021-12-07 07:19:25,"marie745640","@casey_vand @NelleNelly The donor does too. Not wanting/needing vaccine is not anti-vaccine. Hospitals preferring the patient die instead of risking the rare chance the person might die from Covid is reprehensible.","Twitter Web App",190,"x1468087072326135809","x1244912040805728261","casey_vand",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1244912040805728261 x388779109","casey_vand NelleNelly","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/marie745640/status/1468117930311356424","Marie <U+0001F339> <U+0001F1FA><U+0001F1F8> <U+2764><U+FE0F> <U+0001F64F><U+0001F3FB> <U+0001F339>","","",,FALSE,3326,2664,8,24788,232000,2013-10-09 04:47:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/1948573452/1521985810","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278732177815990272/sgo5GszH_normal.jpg"
"x880872333111590912","x1468117187466391552",2021-12-07 07:16:28,"0604av","there is a lot of trouble for the anti-rabies vaccine. 
please tell me something that to do further.
@mybmcHealthDept @nhm_up","Twitter Web App",125,"x1468117182865313797","x880872333111590912","0604av",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1113334410882031616 x794411704280961024","mybmcHealthDept nhm_up","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/0604av/status/1468117187466391552","iM~av","Sector 55, Noida, UP","Do something like this that doesn't go back to success do that success comes behind you.",,FALSE,25,208,0,882,666,2017-06-30 19:35:04,FALSE,,,,"https://pbs.twimg.com/profile_banners/880872333111590912/1602259173","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1400420566608220163/1Ssg23CI_normal.jpg"
"x1062423344","x1468117107585941507",2021-12-07 07:16:09,"shoe_jimmy1","@JacindaTrump Totally agree. A significant percentage of the anti vaxxers  aren’t actually particularly opposed to the vaccine. They are just predisposed to objecting to instructions","Twitter for iPhone",168,"x1468113798120685568","x1334021727743995904","JacindaTrump",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1334021727743995904","JacindaTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/shoe_jimmy1/status/1468117107585941507","jimmy Luther King","Ardernistan ","I have bad dreams",,FALSE,216,287,0,11975,4075,2013-01-05 07:39:54,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1262268578683686912/2QbKpYSZ_normal.jpg"
"x1183889020004323330","x1468117059288588288",2021-12-07 07:15:57,"randman_0514","Anti-Vaccine Doctor Who Called Mask Wearing 'Dangerous' Dies of COVID-19 https://t.co/1qYtLcIAsX","Twitter for iPhone",96,,,,FALSE,FALSE,1,0,,,,,"newsweek.com/anti-vaccine-d…","https://t.co/1qYtLcIAsX","https://www.newsweek.com/anti-vaccine-doctor-who-called-mask-wearing-dangerous-dies-covid-19-1648385",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/randman_0514/status/1468117059288588288","Randy Sills","Bensalem, PA","",,FALSE,369,1896,2,18255,20951,2019-10-14 23:35:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/1183889020004323330/1605470454",,"http://pbs.twimg.com/profile_images/1362263590015754241/2Hb8i4eM_normal.jpg"
"x1388873625332297729","x1468116630987284482",2021-12-07 07:14:15,"CANUSA34732745","@CNN I am developing a way to give the vaccine via tranquilizer gun. This will allow anti-vaxers plausible non-compliance while still contributing to herd immunity. It's brilliant.","Twitter for Android",175,"x1468109544295481344","x759251","CNN",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x759251","CNN","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CANUSA34732745/status/1468116630987284482","CANUSA","","Airplanes, animal rescue (bats & snakes too). Not worth following, I'll let you down.
Mom loved the Leafs, what can I do? Miss les Expos; never miss the Jays.",,FALSE,8,10,1,4377,65,2021-05-02 15:12:46,FALSE,,,,"https://pbs.twimg.com/profile_banners/1388873625332297729/1621293898",,"http://pbs.twimg.com/profile_images/1440022903597244418/UQv-48mQ_normal.jpg"
"x1340942372604170242","x1468115366685646853",2021-12-07 07:09:14,"neilmaccs","@LozzaFox One thing that confuses me about Anti Vaxx, Anti Mask, Anti lockdown people is that they don't seem to have actual solution to the problem..

If you don't wanna wear a mask, don't want the vaccine and don't want to stay home how are you going to stop the virus spreading?","Twitter Web App",271,"x1467950670917648387","x81371986","LozzaFox",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x81371986","LozzaFox","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/neilmaccs/status/1468115366685646853","neilmaccs","","",,FALSE,5,87,0,1049,462,2020-12-21 08:49:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1340942372604170242/1628148396",,"http://pbs.twimg.com/profile_images/1423183562673725442/CV98DEJQ_normal.jpg"
"x335641483","x1468115117430693893",2021-12-07 07:08:14,"JanMasabada","@CyrilRamaphosa Can the president stop this thing of vaccine it is killing our families.
#anti-vaccination","Twitter Web App",90,"x1467854447267172355","x2987156301","CyrilRamaphosa",FALSE,FALSE,0,0,,,"anti",,,,,,,,,,,,,"x2987156301","CyrilRamaphosa","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JanMasabada/status/1468115117430693893","Siboniso Thwala","ek city","",,FALSE,31,275,0,31,15,2011-07-15 00:46:04,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1307972042046820353/pUgL-9KB_normal.jpg"
"x150547537","x1468115042767757312",2021-12-07 07:07:57,"happyhexer","@TheSkylineTrail @wsbgnl Exactly.  Even Trump was counting on vaccines to solve everything.  He only became anti-vaccine because they were not ready when he wanted them -- in October before the November 2020 election.","Twitter Web App",192,"x1468111485180293121","x1401216844414001157","TheSkylineTrail",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1401216844414001157 x1143908639876485120","TheSkylineTrail wsbgnl","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/happyhexer/status/1468115042767757312","Ellen Brockaway","","",,FALSE,501,263,8,89554,47227,2010-06-01 06:02:54,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1006300482/pic_for_Ellen_-_original_normal.JPG"
"x1004391637806485505","x1468114756598833153",2021-12-07 07:06:48,"fereshtehjahan1","@jenbrea Can't agree more! We need to identify the predisposed people to both COVID as well COVID vaccine! We can't ignore those, whose symptoms worsen after infection or environmental stressor! This is a valid concern and has nothing to do with ""Anti-vaccination"" mentality!","Twitter Web App",266,"x1467881375298580486","x15522308","jenbrea",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x15522308","jenbrea","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fereshtehjahan1/status/1468114756598833153","fereshteh jahanbani","","PharmD/PhD in Pharmacology,
Director of Genomics and Leader of CFS multi-omics study at Stanford Center for Genomics and Personalized Medicine",,FALSE,253,66,6,126,178,2018-06-06 15:56:41,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1238184269891035141/ozrtU7Zl_normal.jpg"
"x16430972","x1468114604366594048",2021-12-07 07:06:12,"graceblue","@mrlindan You sound medicated or intoxicated. 
A cat fighting her way out of a paper bag. 
You aren't making sense. 
Do you even know the thread you are commenting on? 
Everyone thinks anti vaxers should pay for their own medical. 
Do you disagree? 
$19.00 vaccine &amp; you can get it for free","Twitter for Android",284,"x1468113850595565571","x52281004","mrlindan",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x52281004","mrlindan","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/graceblue/status/1468114604366594048","graceblue","Undercover reviewer. ","If you have to lie to prove your point I don't want to engage. Be kind to animals. 
NY <U+2764> The west coast is best, but living in The Hamptons is home. Destiny.",,FALSE,466,508,12,26397,69855,2008-09-24 05:18:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/16430972/1634931936","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1451634413867974656/x04slgps_normal.jpg"
"x370588990","x1468114536397893633",2021-12-07 07:05:56,"WaRDaNYo","An Angry Mob of Anti-Vaccine Extremists Swarmed a Children’s Toy Store in the West Edmonton Mall (https://t.co/ucNSJD6dBi)","Twitter for Android",122,,,,FALSE,FALSE,0,0,,,,,"pressprogress.ca/an-angry-mob-o…","https://t.co/ucNSJD6dBi","https://pressprogress.ca/an-angry-mob-of-anti-vaccine-extremists-swarmed-a-childrens-toy-store-in-the-west-edmonton-mall/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WaRDaNYo/status/1468114536397893633","Thomas Warden <U+0001F34A><U+2764><U+FE0F><U+0001F4AA><U+0001F3FC><U+0001F1E8><U+0001F1E6>","Nanaimo, British Columbia","Unapologetic Intolerant Lefty
IBPOC Lives Matter
Stop Trans Mountain
Forestry Feeds My Family","https://t.co/WovcHjTbiW",FALSE,592,1384,13,10177,25326,2011-09-09 08:47:40,FALSE,"https://t.co/WovcHjTbiW","http://www.youtube.com/user/WaRDaNYoHD",,"https://pbs.twimg.com/profile_banners/370588990/1374256171","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1194210433713885185/qRkwtMdl_normal.jpg"
"x572556275","x1468114409696514049",2021-12-07 07:05:26,"HappilyH","Vaccine hesitant man changed his mind over the #Covid19vaccines when he ended up in hospital, his anti-vax wife lost the battle with the virus #NewsBreak #AntiVaxxers  https://t.co/1c4C9Hggth","Twitter for iPhone",191,,,,FALSE,FALSE,0,0,,,"Covid19vaccines NewsBreak AntiVaxxers",,"newsbreak.com/n/0dEBH9Vs?pd=…","https://t.co/1c4C9Hggth","https://www.newsbreak.com/n/0dEBH9Vs?pd=0ADeco4c&lang=en_US&s=i2",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HappilyH/status/1468114409696514049","Hal Newnan","","School Board Trustee and Sierra Club Activist",,FALSE,585,2044,18,106236,25038,2012-05-06 11:52:50,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2195436322/Hal_on_the_Highbeach_normal.JPG"
"x911771154314129408","x1468114354289537024",2021-12-07 07:05:12,"HighlightBias","@merogenomics Your YouTube video is being used by anti-vaxxers. You need to make clear that getting the vaccine is safer than getting COVID. This scientist reviews the paper in detail and explains what you are missing:

https://t.co/R1s6Zrr3cU","Twitter for iPad",229,"x1462844943878148100","x782795513137553408","merogenomics",FALSE,FALSE,0,0,,,,,"respectfulinsolence.com/2021/11/17/doe…","https://t.co/R1s6Zrr3cU","https://respectfulinsolence.com/2021/11/17/does-spike-protein-from-covid-19-vaccines-interfere-with-dna-damage-repair/",,,,,,,,,"x782795513137553408","merogenomics","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HighlightBias/status/1468114354289537024","Highlight Bias","Pennsylvania, USA","Frustrated with media bias from both the right and left. I hope to encourage reporters to be consistent rather than partisan in their coverage.",,FALSE,9,93,0,1341,97,2017-09-24 01:55:57,FALSE,,,,,,"http://pbs.twimg.com/profile_images/959636067971469312/9-8QimGz_normal.jpg"
"x1361500715659755520","x1468113519438700552",2021-12-07 07:01:53,"DrOnDFS","You can thank the anti vaxxers for this rule. Now the people that actually can’t get the vaccine for MEDICAL REASONS will suffer cause the conspiracy theorist <U+0001F595><U+0001F3FC> https://t.co/Uqfk8sf3Uy","Twitter for iPhone",161,,,,TRUE,FALSE,1,0,,,,,"twitter.com/citynewsto/sta…","https://t.co/Uqfk8sf3Uy","https://twitter.com/citynewsto/status/1467995472795209734",,,,,,,,,,,"en","x1467995472795209734","An Ontario resident and her son are scrambling to find a way home before the holidays after being denied boarding due to the federal government’s swift implementation of new travel restrictions. https://t.co/HJ5DzfrOAF @Erick__Espinosa",2021-12-06 23:12:49,"Salesforce - Social Studio",4,2,"x12993222","CityNewsTO","CityNews Toronto",675443,2061,238526,"Toronto, Ontario","@CityNews is now @CityNewsTO, continue to follow us here for Toronto's #1 breaking news, traffic and weather.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DrOnDFS/status/1468113519438700552","Shawn","Toronto, Ontario","Will tweet everything from anti-vaxxers drama to NBA drama.",,FALSE,315,130,1,4472,10899,2021-02-16 02:20:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1361500715659755520/1621793527",,"http://pbs.twimg.com/profile_images/1452873471298519043/v_-epdhA_normal.jpg"
"x1445831157858201614","x1468112533705748483",2021-12-07 06:57:58,"allys_mchs","Anti-vaccine mandate protestors came to Healdsburg City Hall during a meeting tonight that was later made virtual to avoid the protestors. Protestors held signs outside the building and along the street saying things like ""End Segregation Now"". #mchslang23 https://t.co/1oSX1Aa0c9","Twitter Web App",280,,,,FALSE,FALSE,0,0,,,"mchslang23",,"pressdemocrat.com/article/news/a…","https://t.co/1oSX1Aa0c9","https://www.pressdemocrat.com/article/news/anti-mandate-protesters-bang-on-windows-of-healdsburg-city-hall/?ref=mosthome",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/allys_mchs/status/1468112533705748483","Ally S","","AP Lang 4th Period",,FALSE,33,36,1,51,12,2021-10-06 19:20:39,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1051543739376779264","x1468112513682259971",2021-12-07 06:57:54,"BetckeTimo","@jill4010 @CardiffW_Green @callumjodwyer Certainly we should not ignore side effects. But given the risk of side effects from vaccines is extremely low (and much lower than that of side effects from COVID) discussions that only focus on vaccine side effects are easily misleading and used for anti-vaxx propaganda.","Twitter for Android",273,"x1468110728322330628","x3408831117","jill4010",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x3408831117 x1198592443786108928 x65415768","jill4010 CardiffW_Green callumjodwyer","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BetckeTimo/status/1468112513682259971","Timo Betcke","London, UK","Professor of Computational Mathematics. University College London. My views reflected here are my own.",,FALSE,398,293,2,5094,1486,2018-10-14 18:42:18,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1151044938672594945/e4GPBRZv_normal.jpg"
